date,time,location,State,Country_orig,Country,country_trim,country_code,operator,operator_code,flight_no,route,ac_type,registration,cn_ln,aboard,aboard_count,fatalities,fatal_count,ground,summary
9-Mar-06,16:30,Near La Paz, Bolivia,,Bolivia,Bolivia,1580,Military - Fuerza Aérea Argentina,17590,?,La Paz - Sana Cruz,Learjet 35A,T-21,35-115,6   (passengers:?  crew:?),6 ,6   (passengers:?  crew:?),6 ,0,"While en route, the plane, delivering humanitarian aid, flew into terrain and broke up."
6-Sep-11,18:50,Near Trinidad, Bolivia,,Bolivia,Bolivia,1580,Aerocon,1710,A4-238,"Santa Cruz - Trinidad, Bolivia",Swearingen SA-227BC Metroliner III,CP-2548,BC-768B,9   (passengers:7  crew:2),9 ,8   (passengers:6  crew:2),8 ,0,"The plane crashed into the jungle while on approach to Runway 14 at Trinidad Airport. After the crew reported they were turning into the final approach, radio contact was lost. The plane was found 2 days later, 10 km from the airport. One passenger survived."
3-Nov-13,16:00,Riberalta, Bolivia,,Bolivia,Bolivia,1580,Aerocon,1710,?,"Trinidad, Bolivia - Riberalta, Bolivia",Swearingen SA227-AC Metro III,CP-275,AC-721B,18   (passengers:16  crew:2),18 ,8   (passengers:8  crew:0),8 ,0,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted."
22-Jan-62,15:16,Caranavi ,Bolivia,,Bolivia,Bolivia,1580,Corporacion Boliviano de Fomento,9990,?,?,Curtiss C-46D,CP-541,33579,6   (passengers:2  crew:4),6 ,6   (passengers:2  crew:4),6 ,0,"The cargo plane's right wing tip struck a wall and then the plane crashed into a tree. Pilot error in failing to discontinue takeoff, even after the right wing tip hit the well and broke off, while the aircraft was on the ground during the takeoff run."
2-Mar-76,?,Southeastern Bolivia,,,Bolivia,Bolivia,1580,TAM (Bolivia),25760,?,Camiri - Itaguasurenda,IAI Arava 201,TAM-76,24,22   (passengers:?  crew:?),22 ,19   (passengers:?  crew:?),19 ,0,Crashed in the jungle while en route
10-Oct-44,?,Bosnia,,,Bosnia,Bosnia,1590,Deutsche Lufthansa,10550,?,?,Junkers JU-52/3m,D-AUSS,641382,7   (passengers:4  crew:3),7 ,7   (passengers:4  crew:3),7 ,0,?
5-Feb-79,?,Trebinje, Bosnia Herzegovina,,Bosnia Herzegovina,Bosnia Herzegovina,1600,Aeropol,2250,?,?,Antonov 2PF,SP-TBB,1G159-02,3   (passengers:0  crew:3),3 ,3   (passengers:0  crew:3),3 ,0,"The plane, on a positioning flight flew into a side of the mountain"
6-Feb-04,8:01,Bitonja, Bosnia-Herzegovina,,Bosnia-Herzegovina,Bosnia-Herzegovina,1610,Military - Government of Macedonia,17680,?,Skopje - Mostar,Beechcraft Super King Air 200,Z3-BAB,BB-652,9   (passengers:7  crew:2),9 ,9   (passengers:7  crew:2),9 ,0,"The twin engine aircraft crashed in the southern mountains of Bosnia in poor weather conditions, minutes away from landing at Mostar. Macedonian president, Boris Trajkovski, 47, killed along with 6 aids. Pilot error. The two-man crew misinterpreted crucial flight data in stormy weather."
4-Apr-74,2:35,Francistown, Botswana,,Botswana,Botswana,1620,Wenela Air Services,28470,?,Francistown - Malawi,Douglas DC-4,A2-ZER,27242,84   (passengers:80  crew:4),84 ,78   (passengers:75  crew:3),78 ,0,The aircraft crashed into trees and burst into flames after the engines overheated resulting in loss of power. The plane was carrying gold miners. Fuel contamination. Jet A fuel contaminated the aviation gasoline.
14-Oct-11,?,Xakanaka Airstrip, Botswana,,Botswana,Botswana,1620,Moremi Air Charters,19410,?,Xakanaka Airstrip - Pom Pom Airstrip,Cessna 208B Grand Caravan,A2-AKD,208B-0582,11   (passengers:9  crew:2),11 ,8   (passengers:7  crew:1),8 ,0,The sightseeing plane crashed immediately after taking off for Xakanaka Airstrip in the Okavango Delta.
18-May-51,?,Rancharia,  Brazil,,Brazil,Brazil,1630,VASP,27990,?,Santa Cruz de Rio Prado - Presidente Prudent,Douglas DC-3,PP-SPL,17011/34274,6   (passengers:3  crew:3),6 ,6   (passengers:3  crew:3),6 ,0,Hit a mountain in fog. Pilot's decision to fly VFR in unfavorable weather conditions.
28-Feb-52,?,Uberlandia,  Brazil,,Brazil,Brazil,1630,Panair do Brasil,21010,?,Rio de Janeiro - Guiana,Douglas DC-3A,PP-PCN,3284,8   (passengers:6  crew:2),8 ,8   (passengers:6  crew:2),8 ,0,The right wing struck trees after attempting a go-around. Pilot error.
4-Jun-03,?,Near Oiapoque,  Brazil,,Brazil,Brazil,1630,Air Taxi - Marco Zero Air Taxi,4400,?,Oiapoque - Macapa,EMB 721C Sertanejo,PT-EPH,?,5   (passengers:4  crew:1),5 ,5   (passengers:4  crew:1),5 ,0,Forty miles into it flight the aircraft crashed into the Amazon forest. The aircraft was not certified for IFR flight. Heavy cloud cover existed along the flight route.
7-May-28,?,Florianopolis, Brazil,,Brazil,Brazil,1630,Aeropostale,2260,?,?,Latecoere 26,F-AIMQ,671,5   (passengers:3  crew:2),5 ,1   (passengers:1  crew:0),1 ,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
7-Nov-30,?,Off of Santos, Brazil,,Brazil,Brazil,1630,Syndicato Condor,25510,?,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,P-BAHA,921,9   (passengers:8  crew:1),9 ,1   (passengers:1  crew:0),1 ,0,Crashed into the sea.
27-Feb-32,?,Off Setiba, Brazil,,Brazil,Brazil,1630,Aeropostale,2260,?,?,Latecoere 28,F-AJOX,?,3   (passengers:?  crew:?),3 ,3   (passengers:?  crew:?),3 ,0,?
5-Aug-34,?,Bahia, Brazil,,Brazil,Brazil,1630,Air France,3070,?,?,Latecoere 26,F-AILK,?,2   (passengers:?  crew:?),2 ,2   (passengers:?  crew:?),2 ,0,?
2-Nov-35,?,Off Nhambupe, Brazil,,Brazil,Brazil,1630,Air France,3070,?,Bahia - Aracaju,Latécoère 28-1,F-AJIQ,906,4   (passengers:?  crew:?),4 ,4   (passengers:?  crew:?),4 ,0,The postal plane crashed at Atalaya Beach.
22-May-38,13:40,Sao Paulo, Brazil,,Brazil,Brazil,1630,Cruzeiro do Sul,10140,?,?,Junkers JU-52/3m,PP-CBC,5453,17   (passengers:13  crew:4),17 ,2   (passengers:2  crew:0),2 ,0,The mail plane crashed while taking off.
15-Aug-38,?,Guanabara, Brazil,,Brazil,Brazil,1630,Syndicato Condor,25510,?,Guanabara - Victoria,Junkers JU-52/3m,PP-CAT,4024,9   (passengers:5  crew:4),9 ,9   (passengers:5  crew:4),9 ,0,"Flew into a mountain wave after taking off, went into a dive and crashed into Guanabara Bay."
13-Jan-39,?,Rio de Janeiro, Brazil,,Brazil,Brazil,1630,Syndicato Condor,25510,?,?,Junkers JU-52/3m,PP-CAY,4042,9   (passengers:5  crew:4),9 ,9   (passengers:5  crew:4),9 ,0,The seaplane crashed in flames in mountains northeast of Rio de Janeiro.
13-Aug-39,c 16:35,Rio de Janerio, Brazil,,Brazil,Brazil,1630,Pan American World Airways,20960,?,Miami - Rio de Janerio,Sikorsky S43 (flying boat),NC16933,?,16   (passengers:12  crew:4),16 ,14   (passengers:10  crew:4),14 ,0,"The plane lost power from the left engine, yawed to the left, and started a descending turn in the same direction. The plane continued to lose altitude and turn at a sharper and steeper angle until it struck a caisson anchored at right angles to a small island in the harbor immediately adjacent to its landing approach path.   Loss of power from the left engine during the landing approach, necessitating an attempted landing under extremely hazardous conditions."
8-Nov-40,?,Rio de Janeiro, Brazil,,Brazil,Brazil,1630,VASP,27990,?,Rio de Janeiro - Sao Paulo,Junkers Ju53/2m,PP-SPF,?,18   (passengers:15  crew:3),18 ,18   (passengers:15  crew:3),18 ,0,"Midair collision with a private plane. Seventeen killed on the Junkers, 1 on the private plane."
15-Jan-41,?,Off  Fernando de Noronha, Brazil,,Brazil,Brazil,1630,LATI,15450,?,?,Savoia-Marchetti SM-75,I-BAYR,32013,10   (passengers:?  crew:?),10 ,10   (passengers:?  crew:?),10 ,0,Crashed near the Equator after the crew had lost an engine. Three hours later an SOS was transmitted.
18-Aug-41,?,Near Sao Paulo, Brazil,,Brazil,Brazil,1630,Panair do Brasil,21010,?,Porto Alegre - Rio de Janera,Lockheed 18 LodeStar,PP-PBD,2083,12   (passengers:?  crew:?),12 ,8   (passengers:?  crew:?),8 ,0,Crashed in a mountain range while enroute.
28-Sep-42,c 09:00,Near Sao Paulo, Brazil,,Brazil,Brazil,1630,Panair do Brasil SA,21020,?,Rio de Janeiro - Sao Paulo,Lockheed 18 Loadstar,PP-PBG,?,15   (passengers:11  crew:4),15 ,15   (passengers:11  crew:4),15 ,0,"Struck a mountain, 5 miles from its destination in adverse weather."
27-Aug-43,9:00,Rio de Janeiro, Brazil,,Brazil,Brazil,1630,VASP,27990,?,Sao Paulo - Rio de Janeiro,Junkers JU-52/3m,PP-SPD,5459,21   (passengers:18  crew:3),21 ,18   (passengers:18  crew:3),18 ,0,"Struck a Naval Academy building while attemptin to take off in heavy fog.  The plane then broke in two and fell into the harbor. The plane was named ""City of Rio de Janiero."""
20-Jun-44,?,Porto Alegre, Brazil,,Brazil,Brazil,1630,Varig,27960,?,?,Lockheed 10C Electra,PP-VAG,1008,10   (passengers:8  crew:2),10 ,10   (passengers:8  crew:2),10 ,0,Crashed into the river Guiaba
30-Aug-44,0:00,Sao Paulo, Brazil,,Brazil,Brazil,1630,Panair do Brasil,21010,?,?,Lockheed 18 Lodestar,PP-PBI,2114,18   (passengers:14  crew:4),18 ,18   (passengers:14  crew:4),18 ,0,Crashed in fog while attempting to land at Congonhas Airport.
21-Sep-44,?,Rio Doce, Brazil,,Brazil,Brazil,1630,Panair do Brasil,21010,?,?,Lockheed 18 Lodestar,PP-PBH,2113,17   (passengers:13  crew:4),17 ,17   (passengers:13  crew:4),17 ,0,?
15-Feb-45,?,Lagoa Santa, Brazil,,Brazil,Brazil,1630,Navegacao Aerea Brasileira,19760,?,?,Lockheed 18 Loadstar,PP-NAE,2149,11   (passengers:7  crew:4),11 ,11   (passengers:7  crew:4),11 ,0,Crashed while en route.
27-Sep-46,17:30,Rio Doce, Brazil,,Brazil,Brazil,1630,Panair do Brasil,21010,?,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,PP-PCH,4087,25   (passengers:22  crew:3),25 ,25   (passengers:22  crew:3),25 ,0,Crashed into a mountainside north of Rio de Janerio after being possibly struck by lightning.
23-Dec-46,14:30,Near Rio de Janeiro, Brazil,,Brazil,Brazil,1630,FAMA (Argentina),11570,?,London - Buenos Aires.,Avro  685 York I,LV-XIG,1365,21   (passengers:15  crew:6),21 ,21   (passengers:15  crew:6),21 ,0,"Poor weather at the destination airport forced the crew to divert to Rio de Janeiro. While approaching to land the aircraft flew into a mountain, 14 miles from the airport."
3-Jan-47,?,Sao Paulo, Brazil,,Brazil,Brazil,1630,Panair do Brasil,21010,?,?,Sikorsky S-43B (flying boat),PP-PBN,4315,14   (passengers:?  crew:?),14 ,11   (passengers:?  crew:?),11 ,0,"Crashed into the Solimoes River, an extension of the Amazon river."
11-Jun-47,2307,Near Natal, Brazil,,Brazil,Brazil,1630,Flota Aérea Mercante Argentina,11850,?,Buenos Aires - Natal - London,Avro 691 Lancastrian,LV-ACS,?,18   (passengers:13  crew:5),18 ,5   (passengers:3  crew:2),5 ,0,Struck an obstacle on landing.
27-Feb-48,?,Near Belem, Brazil,,Brazil,Brazil,1630,Military - Brazilian Air Force,17190,?,"Rio de Janerio, Brazil - Cayenne, French Guianan",Douglas C-47,C-47-2040,?,26   (passengers:20  crew:6),26 ,23   (passengers:17  crew:6),23 ,0,"The plane, carrying Brazilian service personnel and their dependents crashed and burned while en route."
13-Mar-48,?,Sierra Cristais, Brazil,,Brazil,Brazil,1630,Cruzeiro,10120,?,?,Douglas DC-3,PP-CBX,11658,6   (passengers:3  crew:3),6 ,6   (passengers:3  crew:3),6 ,0,Struck the Sierra Cristais.
14-Jul-48,?,Belem, Brazil,,Brazil,Brazil,1630,Aerovias Brasil,2410,?,?,Douglas C-47A,PP-AVO,19113,5   (passengers:2  crew:3),5 ,5   (passengers:2  crew:3),5 ,0,The cargo plane lost control and crashed shortly after leaving the runway. The pilot did not apply the procedure recommended by the airline and attempted to make a turn after takeoff below the specified altitude of 100 meters.
5-Jan-49,?,Caravelas Bay, Brazil,,Brazil,Brazil,1630,British South American Airways,8070,?,?,Avro 685 York 1,G-AHEX,1301,17   (passengers:11  crew:6),17 ,3   (passengers:3  crew:0),3 ,0,"A blown tire during takeoff led to damage to the landing gear, engine and oil line. Lack of oil caused loss of the engine and the crew was not able to feather the prop. This led to overspeeding and an engine fire. The plane made a spiral descent and crashed to the ground."
11-Jan-49,?,Near Pelotas, Brazil,,Brazil,Brazil,1630,Viacao Aerea Gaucha S.A.,28090,?,Porto Alegre - Sao Borja,Lockheed 18 Lodestar,PP-SAC,?,12   (passengers:8  crew:4),12 ,12   (passengers:8  crew:4),12 ,0,The aircraft crashed shortly after taking off. Engine failure due to fuel contamination.
7-Jun-49,14:00,Near Florianpolis, Brazil,,Brazil,Brazil,1630,Military - Brazilian Air Force,17190,?,Florianpolis - Porto Alegre,Douglas C-47B,C-47-2023,?,27   (passengers:21  crew:6),27 ,27   (passengers:21  crew:6),27 ,0,The aircraft crashed into a mountain shortly after taking off from Florianpolis.
2-Aug-49,c 11:30,Jaquirana, Brazil,,Brazil,Brazil,1630,Varig,27960,?,Sao Paulo - Porto Alegre,Curtiss C-46D-10-CU,PP-VBI,33100,36   (passengers:30  crew:6),36 ,5   (passengers:4  crew:1),5 ,0,"Twenty minutes before arriving a Porto Alegre, a fire was discovered in cargo hold ""G.""  The pilot executed an emergency descent while the crew tried to extinguish the flames to no avail. As the plane attempted to land, the panicking passengers rushed to the front of the plane to escape the flames causing the center of gravity to change, resulting in a hard landing. The cause of the fire in the hold ""G"" was not determined."
3-Aug-49,?,Sao Francisco Bay, Brazil,,Brazil,Brazil,1630,Lineas Aéreas Brasil,15730,?,?,Douglas DC-3,PP-AJB,9971,30   (passengers:?  crew:?),30 ,5   (passengers:?  crew:?),5 ,0,Both the No. 1 and No. 2 propellers detached in flight which led to the crew ditching the plane close to shore.
1-Dec-49,19:00,Taquaracucu, Brazil,,Brazil,Brazil,1630,REAL,22310,?,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),PP-YPM,4241,22   (passengers:18  crew:4),22 ,20   (passengers:16  crew:4),20 ,0,Crashed into a mountainside while circling to land. Crew error. Lack of flight discipline.  Poor decision by Chief of Operations in allowing the aircraft to continue flight in poor weather conditions.
30-May-50,?,Near Ilheus, Brazil,,Brazil,Brazil,1630,Aerovias Brasil,2410,?,Victoria - Salvador,Douglas DC-3,PP-AVZ,9156,15   (passengers:11  crew:4),15 ,13   (passengers:9  crew:4),13 ,0,"During descent into dense cumulonimbus  clouds, severe turbulence was encountered which caused displacement of freight that led to an uncontrolled dive which resulted in the wings separating from the fuselage. Structural failure due to severe turbulence during a thunderstorm. Pilots decision to descend without clearing the turbulent area of weather."
28-Jul-50,?,Porte Alegre, Brazil,,Brazil,Brazil,1630,Panair do Brasil,21010,?,Rio de Janeiro - Porte Algegre,Lockheed 049 Constellation,PP-PCG,2962,50   (passengers:43  crew:7),50 ,50   (passengers:43  crew:7),50 ,0,The aircraft flew into power lines during a landing attempt after running out of fuel while in a holding pattern.
30-Jul-50,?,Algrete, Brazil,,Brazil,Brazil,1630,"SAVG (S.A. Viacao Gaucha, )
SAVG",23450,?,?,?,?,?,?   (passengers:?  crew:?),? ,10   (passengers:?  crew:?),10 ,?,?
13-Dec-50,?,Londrina, Brazil,,Brazil,Brazil,1630,VASP,27990,?,?,Douglas DC-3,PP-SPT,20543,9   (passengers:?  crew:?),9 ,9   (passengers:?  crew:?),9 ,3,The aircraft crashed after losing its No. 1 engine on takeoff. Engine failure during takeoff. Pilot error. Short takeoff procedure used on an airfield where such a maneuver was not necessary.
14-Dec-50,?,Ribeirao, Brazil,,Brazil,Brazil,1630,VASP,27990,?,?,Douglas DC-3,?,?,1   (passengers:0  crew:1),1 ,1   (passengers:0  crew:1),1 ,3,Crashed into a house while attempting to take off.
22-Mar-51,?,Off Florianopolis, Brazil,,Brazil,Brazil,1630,Cruzeiro,10120,?,?,Douglas DC-3,PP-CCX,7341,14   (passengers:10  crew:4),14 ,3   (passengers:3  crew:0),3 ,0,The No. 2 engine failed on a go-around in reduced visibility and rain and the aircraft crashed into the ocean.
6-Jun-51,?,Rio de Janeiro, Brazil,,Brazil,Brazil,1630,Lineas Aéreas Trans. Brasileira,15840,?,?,Douglas DC-3D,PP-NAL,42979,19   (passengers:16  crew:3),19 ,2   (passengers:1  crew:1),2 ,0,"Crashed into high ground while on a VFR apporach in IFR conditions. The pilot attempted a descent over an area where the minimum safe altitude was 1,200 ft."
12-Jul-51,?,Aracaju, Brazil,,Brazil,Brazil,1630,Loide Aereo Nacional,16170,?,Maceio - Aracaju,Douglas DC-3,PP-LPG,14822/26267,33   (passengers:28  crew:5),33 ,33   (passengers:28  crew:5),33 ,0,Crashed during a landing attempt in adverse weather conditions under VFR and hit high ground. The pilot attempted a visual approach and made a turn at low altitude in adverse weather conditions.
17-Aug-51,?,Ubatuba, Brazil,,Brazil,Brazil,1630,REAL,22310,?,?,Douglas DC-3,PP-YPX,9154,10   (passengers:?  crew:?),10 ,10   (passengers:?  crew:?),10 ,0,?
8-Sep-51,?,Sao Paulo, Brazil,,Brazil,Brazil,1630,VASP,27990,?,?,Douglas DC-3,PP-SPQ,1559/27036,13   (passengers:9  crew:4),13 ,13   (passengers:9  crew:4),13 ,3,Crashed into a house shortly after taking off from Congonhas Airport.
29-Apr-52,4:40,Near Carolina, Brazil,,Brazil,Brazil,1630,Pan American World Airways,20960,202,Rio de Janeiro - New York City,Boeing 377-10-26 Stratocruiser,N1039V,15939/12,50   (passengers:41  crew:9),50 ,50   (passengers:41  crew:9),50 ,0,"The flight crashed into the jungle about 887 nm NNW of Rio de Janerio. Separation of the propeller blade leading to separation of the No. 2 engine due to highly unbalance forces, leading to the distintegration of the aircraft. The aircraft was named ""Clipper Good Hope."""
13-May-52,?,Sao Paulo, Brazil,,Brazil,Brazil,1630,VASP,27990,?,Sao Paulo - Bauru,Douglas DC-3,PP-SPM,16894/34151,22   (passengers:19  crew:3),22 ,5   (passengers:3  crew:2),5 ,0,Crashed while attempting to make an emergency landing after experiencing an engine failure. Failure of the port engine due to accessory drive failure. Failure of the starboard engine due to seizure as a result of deficient maintenance. Error on the part of the crew in lowering the landing gear in emergency conditions.
24-May-52,?,Near Manaus, Brazil,,Brazil,Brazil,1630,Loide Aéreo Nacional,16160,?,?,Curtiss C-46A,PP-LDE,446,6   (passengers:0  crew:6),6 ,6   (passengers:0  crew:6),6 ,0,"The cargo plane lost an engine while taking off, stalled and crashed. Failure of maintenance staff to remove the flying control locks.  Failure of one engine for reason undetermined."
